0.0005580638968161447, -7.259933089728442e-07, 0.04999979106482068, -0.0001445457515063945
0.028358593662039185, -0.002090224956627221, 0.04945754293334148, -0.007345164871987885
0.05562386486264437, -0.008179513268105175, 0.04785996235812981, -0.014471489317910528
0.08386114153418907, -0.02034782440017649, 0.0433763067305906, -0.024869580101274744
0.10864264012395347, -0.038562573324889104, 0.036777330012497327, -0.03387370657533456
0.13088789169809634, -0.06044252332471218, 0.034473202408451045, -0.03621599530188237
0.15172499429834138, -0.08382918931594052, 0.031955744574636735, -0.0384555638195642
0.17330272275654554, -0.11413765529286644, 0.025866984803372958, -0.04278900673282885
0.19021512813541494, -0.1475542770285883, 0.018900328384426433, -0.04629014567876023
0.197620816063274, -0.1962025858111709, -0.004317207322196512, -0.04981326852292643
0.18192335094206546, -0.24299203242283166, -0.026496699012140346, -0.042401945019775227
0.14349021542849233, -0.28469469337764886, -0.04012474852428404, -0.029832944136691675
0.09280360373090785, -0.3094499641714168, -0.048039852397989496, -0.01386263256309504
0.05568952079530928, -0.32773301244584546, -0.04024695382726565, -0.029667873324961253
0.027111122071298625, -0.35791628089595473, -0.02792227774488325, -0.04147705878600359
-0.00575138597947929, -0.3972615109261201, -0.03585464673817949, -0.03484887813517611
-0.04603645651001708, -0.4290365941998724, -0.041940814419394595, -0.0272207289733009
-0.08453995982529999, -0.4658143326187784, -0.02908360597593719, -0.04067116747078243
-0.10683454226889316, -0.5137465035474109, -0.012400302346496118, -0.04843792420939902
-0.11251744226685736, -0.5473251361567691, -0.004212592870556256, -0.04982222457204153
-0.11258132992393671, -0.581176469661852, 0.004011893460839739, -0.04983878721296167
-0.10964678088827512, -0.6048104834789151, 0.00830715575787988, -0.049305082529231437
-0.10447227247630143, -0.6289228650479812, 0.012159782205056039, -0.04849886283950999
-0.09835459485302046, -0.6945238406668884, -0.003013025979823324, -0.04990913417847388
-0.11235053362052994, -0.7591156808572482, -0.017666265010983995, -0.04677502624864772
-0.14113177895780157, -0.8299775152929478, -0.0199573587937549, -0.04584434348943536
-0.17294577427968869, -0.8984490537920243, -0.02221145472523285, -0.04479566138577409
-0.1858617110086044, -0.9225721511220161, -0.02497273889433566, -0.04331699795825347
-0.200441250429544, -0.9461066491169585, -0.027756644420895024, -0.04158808351549753
