-1.0,1.0,-1.0,-1.0
-1.0,1.0,1.0,1.0
1.0,1.0,-1.0,1.0
-1.0,-1.0,1.0,-1.0
--
-0.056,0.056,-0.055,-0.055
-0.056,0.056,0.055,0.055
0.056,0.056,-0.055,0.055
-0.056,-0.056,0.055,-0.055
